source;kode_mk;clo_id;skill_text;skill_type;original_clo
TELU;BBK43BB3;CLO2;financial technology.;HSkill;BBK43BB3: Mampu memahami konsep layanan keuangan yang dibutuhkan ke depan serta menganalisis permasalahan terkait berbasis sistem informasi dan financ
TELU;BBK3BAB3;CLO4;perancangan sistem informasi;HSkill;BBK3BAB3: Mampu mengembangkan solusi berbasis sistem informasi menggunakan metodologi pengembangan yang tepat serta mampu membuat perancangan sistem i
TELU;BBK2IAB3;CLO1;sistem informasi;HSkill;BBK2IAB3: Mampu mengidentifikasi kebutuhan sistem informasi dalam konteks enterprise atau masyarakat
TELU;BBK2IAB3;CLO3;perangkat lunak;HSkill;BBK2IAB3: Mampu menggunakan metode dan perangkat lunak terkini untuk menghasilkan solusi di bidang data dalam konteks kasus nyata.
TELU;BBK2IAB3;CLO4;infrastruktur teknologi informasi;HSkill;BBK2IAB3: Mampu menggunakan teknik atau perangkat dalam bidang infrastruktur teknologi informasi untuk organisasi.
TELU;BBK2JAB3;CLO4;proses manajemen proyek,;HSkill;BBK2JAB3: Mampu mendeskripsikan proses manajemen proyek, level aktivitas, interaksi antar proses, hubungan antara proses dan area pengetahuan, serta p
TELU;BBK2JAB3;CLO4;manajemen sistem informasi;HSkill;BBK2JAB3: Mampu mendeskripsikan proses manajemen proyek, level aktivitas, interaksi antar proses, hubungan antara proses dan area pengetahuan, serta p
TELU;BBK2JAB3;CLO5;perangkat lunak;HSkill;BBK2JAB3: Mampu menggunakan perangkat lunak untuk merencanakan proyek sistem informasi pada semua knowledge areas: Scope Management, Schedule Manageme
TELU;BBK2JAB3;CLO5;Resource Management,;HSkill;BBK2JAB3: Mampu menggunakan perangkat lunak untuk merencanakan proyek sistem informasi pada semua knowledge areas: Scope Management, Schedule Manageme
TELU;BBK2JAB3;CLO5;Communication Management,;HSkill;BBK2JAB3: Mampu menggunakan perangkat lunak untuk merencanakan proyek sistem informasi pada semua knowledge areas: Scope Management, Schedule Manageme
TELU;BBK2JAB3;CLO5;Stakeholder Management,;HSkill;BBK2JAB3: Mampu menggunakan perangkat lunak untuk merencanakan proyek sistem informasi pada semua knowledge areas: Scope Management, Schedule Manageme
TELU;BBK2JAB3;CLO5;Risk Management.;HSkill;BBK2JAB3: Mampu menggunakan perangkat lunak untuk merencanakan proyek sistem informasi pada semua knowledge areas: Scope Management, Schedule Manageme
TELU;BBK1IAB3;CLO1;Jaringan;HSkill;BBK1IAB3: Mampu memahami, menjelaskan dan menyatakan pendapat mengenai prinsip dasar Operasi dan Manajemen Rantai Pasok, mengidentifikasi dan menjelas
TELU;BBK1IAB3;CLO2;Manajemen Rantai Pasok;HSkill;BBK1IAB3: Terdapat kemampuan untuk menerapkan Manajemen Rantai Pasok dalam Sistem ERP serta analisis prinsip dan fungsi manajemen sistem informasi unt
TELU;BBK1IAB3;CLO2;Sistem ERP;HSkill;BBK1IAB3: Terdapat kemampuan untuk menerapkan Manajemen Rantai Pasok dalam Sistem ERP serta analisis prinsip dan fungsi manajemen sistem informasi unt
TELU;BBK1IAB3;CLO2;manajemen sistem informasi;HSkill;BBK1IAB3: Terdapat kemampuan untuk menerapkan Manajemen Rantai Pasok dalam Sistem ERP serta analisis prinsip dan fungsi manajemen sistem informasi unt
TELU;BBK1IAB3;CLO2;perangkat lunak;HSkill;BBK1IAB3: Terdapat kemampuan untuk menerapkan Manajemen Rantai Pasok dalam Sistem ERP serta analisis prinsip dan fungsi manajemen sistem informasi unt
TELU;BBK2KAB3;CLO1;manajemen sumber;HSkill;BBK2KAB3: Mampu mengidentifikasi peran manajemen sumber daya manusia secara efektif dan tepat.
TELU;BBK2KAB3;CLO4;personnel infotype;HSkill;BBK2KAB3: Mampu mengaplikasikan dan mengelola personnel infotype berbasis sistem enterprise terintegrasi serta menyusun dan mengelola kualifikasi kary
TELU;BBK2KAB3;CLO5;onboarding,;HSkill;BBK2KAB3: Mampu mengaplikasikan dan mengevaluasi proses rekrutmen, onboarding, serta manajemen waktu dan penjadwalan karyawan menggunakan sistem enter
TELU;BBK1CAB3;CLO1;optimasi pemodelan sistem informasi.;HSkill;BBK1CAB3: Mampu menerapkan sifat-sifat pada himpunan bilangan real untuk menyelesaikan persoalan pada pertidaksamaan dan fungsi, serta memahami konsep
TELU;BBK1CAB3;CLO2;matriks;HSkill;BBK1CAB3: TMampu menerapkan konsep matriks dan vektor dalam permasalahan bidang sistem informasi, serta dapat memperluas pemahaman tersebut untuk berb
TELU;BBK4AAB2;CLO3;menulis;HSkill;BBK4AAB2: Mahasiswa mampu menulis laporan dan proposal TA yang terstruktur, mencantumkan sumber literatur dengan benar, memahami struktur pembuatan ma
TELU;BBK2CAB3;CLO3;proses bisnis;HSkill;BBK2CAB3: Mampu memahami penerapan proses bisnis pada tingkat organisasi yang berbeda.
TELU;BBK2CAB3;CLO4;model proses bisnis;HSkill;BBK2CAB3: Mampu membuat model proses bisnis secara mendalam dan memperluas pemahamannya ke tingkat lanjut.
TELU;BBK2CAB3;CLO2;pemodelan proses bisnis.;HSkill;BBK2CAB3: Mampu menggunakan teknik dan kemasan pemodelan proses bisnis.
TELU;BBK1JAB3;CLO1;pemrograman berorientasi objek.;HSkill;BBK1JAB3: Mampu menjelaskan prinsip-prinsip pemrograman berorientasi objek.
TELU;BBK2LAB3;CLO1;data mining;HSkill;BBK2LAB3: Mahasiswa mampu menjelaskan tentang dasar-dasar data mining serta mampu membuat pemodelan yang berasal dari kasus nyata untuk digunakan seba
TELU;BBK2LAB3;CLO1;pemodelan;HSkill;BBK2LAB3: Mahasiswa mampu menjelaskan tentang dasar-dasar data mining serta mampu membuat pemodelan yang berasal dari kasus nyata untuk digunakan seba
TELU;BBK2LAB3;CLO2;statistika fundamental;HSkill;BBK2LAB3: Mahasiswa mampu melakukan eksplorasi data sesuai dengan jenis data dan kebutuhan informasi, serta menerapkan metode statistika dalam pemodel
TELU;BBK2LAB3;CLO3;data mining;HSkill;BBK2LAB3: Mahasiswa mampu menjelaskan dan aplikasikan tahapan data preprocessing serta menggunakan metode dalam data mining bersama dengan bahasa pemr
TELU;BBK2LAB3;CLO3;Python/R;Tech;BBK2LAB3: Mahasiswa mampu menjelaskan dan aplikasikan tahapan data preprocessing serta menggunakan metode dalam data mining bersama dengan bahasa pemr
TELU;BBK2LAB3;CLO4;pemodelan data;HSkill;BBK2LAB3: Mahasiswa mampu membuat pemodelan data yang sesuai dengan jenis data yang digunakan sehingga menghasilkan informasi yang dapat dimanfaatkan 
TELU;BBK2LAB3;CLO4;data mining;HSkill;BBK2LAB3: Mahasiswa mampu membuat pemodelan data yang sesuai dengan jenis data yang digunakan sehingga menghasilkan informasi yang dapat dimanfaatkan 
TELU;BBK2LAB3;CLO4;Python/R;Tech;BBK2LAB3: Mahasiswa mampu membuat pemodelan data yang sesuai dengan jenis data yang digunakan sehingga menghasilkan informasi yang dapat dimanfaatkan 
TELU;BBK4EBB3;CLO1;sistem cerdas;HSkill;BBK4EBB3: Mampu memahami konsep-konsep dasar sistem cerdas
TELU;BBK4EBB3;CLO2;arsitektur,;HSkill;BBK4EBB3: Mampu memahami data dan informasi yang dapat digunakan untuk membangun sistem cerdas serta mampu merancang, membuat arsitektur, dan menerapk
TELU;BBK4EBB3;CLO4;arsitektur,;HSkill;BBK4EBB3: Mampu merancang, membuat arsitektur, dan menerapkan teknik-teknik sistem cerdas pada studi kasus spesifik sebagai metode Project Based Learn
TELU;BBK4EBB3;CLO4;sistem cerdas;HSkill;BBK4EBB3: Mampu merancang, membuat arsitektur, dan menerapkan teknik-teknik sistem cerdas pada studi kasus spesifik sebagai metode Project Based Learn
TELU;BBK4EBB3;CLO3;sistem cerdas;HSkill;BBK4EBB3: Mampu memahami beberapa teknik dasar sistem cerdas untuk klasifikasi seperti Decision Tree dan Neural Network.
TELU;BBK4EBB3;CLO3;Decision Tree;HSkill;BBK4EBB3: Mampu memahami beberapa teknik dasar sistem cerdas untuk klasifikasi seperti Decision Tree dan Neural Network.
TELU;BBK4EBB3;CLO3;Neural Network.;HSkill;BBK4EBB3: Mampu memahami beberapa teknik dasar sistem cerdas untuk klasifikasi seperti Decision Tree dan Neural Network.
TELU;BBK4EBB3;CLO5;Reinforcement Learning;HSkill;BBK4EBB3: Mampu memahami konsep Reinforcement Learning dan menerapkannya pada aplikasi spesifik.
TELU;BBK3EAB3;CLO1;pengembangan perangkat lunak;HSkill;BBK3EAB3: Mampu menentukan permasalahan di bidang Infokom yang dikaitkan dengan implementasi SDG serta menganalisis kebutuhan dalam proses pengembanga
TELU;BBK3EAB3;CLO1;Agile Methodology.;HSkill;BBK3EAB3: Mampu menentukan permasalahan di bidang Infokom yang dikaitkan dengan implementasi SDG serta menganalisis kebutuhan dalam proses pengembanga
TELU;BBK3EAB3;CLO5;pengembangan perangkat lunak;HSkill;BBK3EAB3: Mampu menganalisis kebutuhan dalam proses pengembangan perangkat lunak pada sebuah proyek yang berbasis Agile Methodology, menentukan permas
TELU;BBK3EAB3;CLO5;Agile;HSkill;BBK3EAB3: Mampu menganalisis kebutuhan dalam proses pengembangan perangkat lunak pada sebuah proyek yang berbasis Agile Methodology, menentukan permas
TELU;BBK3EAB3;CLO5;agile;HSkill;BBK3EAB3: Mampu menganalisis kebutuhan dalam proses pengembangan perangkat lunak pada sebuah proyek yang berbasis Agile Methodology, menentukan permas
TELU;BBK3EAB3;CLO3;pengembangan perangkat lunak;HSkill;BBK3EAB3: Mampu menganalisis kebutuhan dalam proses pengembangan perangkat lunak pada sebuah proyek yang berbasis Agile Methodology, merancang dan men
TELU;BBK3EAB3;CLO3;Agile Methodology,;HSkill;BBK3EAB3: Mampu menganalisis kebutuhan dalam proses pengembangan perangkat lunak pada sebuah proyek yang berbasis Agile Methodology, merancang dan men
TELU;BBK3EAB3;CLO3;versioning;HSkill;BBK3EAB3: Mampu menganalisis kebutuhan dalam proses pengembangan perangkat lunak pada sebuah proyek yang berbasis Agile Methodology, merancang dan men
TELU;BBK2NAB3;CLO1;menulis;HSkill;BBK2NAB3: Mampu menganalisis permasalahan dalam bidang infokom dalam konteks enterprise atau masyarakat serta mampu menulis dokumen profesional sesuai
TELU;BBK2NAB3;CLO1;perangkat lunak;HSkill;BBK2NAB3: Mampu menganalisis permasalahan dalam bidang infokom dalam konteks enterprise atau masyarakat serta mampu menulis dokumen profesional sesuai
TELU;BBK2NAB3;CLO1;arsitektur;HSkill;BBK2NAB3: Mampu menganalisis permasalahan dalam bidang infokom dalam konteks enterprise atau masyarakat serta mampu menulis dokumen profesional sesuai
TELU;BBK2NAB3;CLO1;pengelolaan sistem informasi;HSkill;BBK2NAB3: Mampu menganalisis permasalahan dalam bidang infokom dalam konteks enterprise atau masyarakat serta mampu menulis dokumen profesional sesuai
TELU;BBK2NAB3;CLO3;perangkat lunak;HSkill;BBK2NAB3: Mampu menggunakan teknik, metode, perangkat lunak terkini untuk menghasilkan solusi di bidang pengelolaan fungsi dan bisnis organisasi dalam
TELU;BBK2NAB3;CLO4;perbaikan arsitektur;HSkill;BBK2NAB3: Mampu mengusulkan perbaikan arsitektur atau pengelolaan sistem informasi untuk mendukung tujuan organisasi.
TELU;BBK2NAB3;CLO4;pengelolaan sistem informasi;HSkill;BBK2NAB3: Mampu mengusulkan perbaikan arsitektur atau pengelolaan sistem informasi untuk mendukung tujuan organisasi.
TELU;BBK2NAB3;CLO2;menulis;HSkill;BBK2NAB3: Mahasiswa mampu menulis dokumen profesional sesuai dengan konteks profesional serta menghasilkan solusi di bidang pengelolaan fungsi dan bis
TELU;BBK2NAB3;CLO2;perangkat lunak;HSkill;BBK2NAB3: Mahasiswa mampu menulis dokumen profesional sesuai dengan konteks profesional serta menghasilkan solusi di bidang pengelolaan fungsi dan bis
TELU;BBK2NAB3;CLO2;arsitektur;HSkill;BBK2NAB3: Mahasiswa mampu menulis dokumen profesional sesuai dengan konteks profesional serta menghasilkan solusi di bidang pengelolaan fungsi dan bis
TELU;BBK2NAB3;CLO2;pengelolaan sistem informasi;HSkill;BBK2NAB3: Mahasiswa mampu menulis dokumen profesional sesuai dengan konteks profesional serta menghasilkan solusi di bidang pengelolaan fungsi dan bis
TELU;BBK3FAB3;CLO3;pengelolaan sistem informasi;HSkill;BBK3FAB3: Mampu menggunakan kakas dalam pengelolaan sistem informasi perusahaan berbasis ERP.
TELU;BBK3FAB3;CLO4;manajemen Sistem Informasi;HSkill;BBK3FAB3: Mampu menganalisis prinsip dan fungsi manajemen Sistem Informasi untuk mendukung strategi bisnis.
TELU;BBK2GAB3;CLO1;pengumpulan data;HSkill;BBK2GAB3: Mahasiswa mampu melakukan proses pengumpulan data dengan menggunakan teknik sampling yang tepat, sertanya juga dapat dilakukan melalui metod
TELU;BBK2GAB3;CLO2;pengujian hipotesis;HSkill;BBK2GAB3: Mahasiswa mampu melakukan pengujian hipotesis yang dimanfaatkan untuk menyelesaikan masalah.
TELU;BBK4JBB3;CLO1;pengelolaan risiko;HSkill;BBK4JBB3: Mampu menggunakan teknik pengelolaan risiko serta analisis manajemen risiko teknologi informasi untuk mendukung implementasi efektif dalam o
TELU;BBK4JBB3;CLO1;analisis manajemen risiko;HSkill;BBK4JBB3: Mampu menggunakan teknik pengelolaan risiko serta analisis manajemen risiko teknologi informasi untuk mendukung implementasi efektif dalam o
TELU;BBK4JBB3;CLO2;pengelolaan risiko,;HSkill;BBK4JBB3: Mampu menggunakan teknik pengelolaan risiko, analisis manajemen risiko teknologi informasi, serta teknik dan kaka dalam menyusun kategori ri
TELU;BBK4JBB3;CLO2;analisis manajemen risiko;HSkill;BBK4JBB3: Mampu menggunakan teknik pengelolaan risiko, analisis manajemen risiko teknologi informasi, serta teknik dan kaka dalam menyusun kategori ri
TELU;BBK4JBB3;CLO3;Penilaian Risiko Teknologi Informasi,;HSkill;BBK4JBB3: Mampu merancang prinsip pengelolaan manajemen risiko teknologi informasi, memahami dan merancang Penilaian Risiko Teknologi Informasi, meran
TELU;BBK4FBB3;CLO1;Natural Language Processing;HSkill;BBK4FBB3: Mampu menjelaskan konsep Natural Language Processing (NLP), konsep sentimen analisis, serta memahami cara kerja mesin pencari sebagai implem
TELU;BBK4FBB3;CLO1;sentimen analisis,;HSkill;BBK4FBB3: Mampu menjelaskan konsep Natural Language Processing (NLP), konsep sentimen analisis, serta memahami cara kerja mesin pencari sebagai implem
TELU;BBK4FBB3;CLO1;text processing;HSkill;BBK4FBB3: Mampu menjelaskan konsep Natural Language Processing (NLP), konsep sentimen analisis, serta memahami cara kerja mesin pencari sebagai implem
TELU;BBK4FBB3;CLO1;Information Retrieval;HSkill;BBK4FBB3: Mampu menjelaskan konsep Natural Language Processing (NLP), konsep sentimen analisis, serta memahami cara kerja mesin pencari sebagai implem
TELU;BBK4FBB3;CLO2;scraping data;HSkill;BBK4FBB3: Mampu melakukan scraping data dari beberapa sumber, melakukan tahapan preprocessing dokumen, memahami konsep pembobotan kata, serta memahami
TELU;BBK4FBB3;CLO2;preprocessing dokumen,;HSkill;BBK4FBB3: Mampu melakukan scraping data dari beberapa sumber, melakukan tahapan preprocessing dokumen, memahami konsep pembobotan kata, serta memahami
TELU;BBK4FBB3;CLO2;pembobotan kata,;HSkill;BBK4FBB3: Mampu melakukan scraping data dari beberapa sumber, melakukan tahapan preprocessing dokumen, memahami konsep pembobotan kata, serta memahami
TELU;BBK4FBB3;CLO2;rule-based;HSkill;BBK4FBB3: Mampu melakukan scraping data dari beberapa sumber, melakukan tahapan preprocessing dokumen, memahami konsep pembobotan kata, serta memahami
TELU;BBK4FBB3;CLO2;teks processing;HSkill;BBK4FBB3: Mampu melakukan scraping data dari beberapa sumber, melakukan tahapan preprocessing dokumen, memahami konsep pembobotan kata, serta memahami
TELU;BBK4FBB3;CLO2;text processing;HSkill;BBK4FBB3: Mampu melakukan scraping data dari beberapa sumber, melakukan tahapan preprocessing dokumen, memahami konsep pembobotan kata, serta memahami
TELU;BBK4FBB3;CLO3;analisis sentimen,;HSkill;BBK4FBB3: Mampu mengimplementasikan berbagai metode analisis sentimen, topik modeling, klasifikasi, serta teknik-teknik mining teks untuk memperoleh i
TELU;BBK4FBB3;CLO3;topik modeling,;HSkill;BBK4FBB3: Mampu mengimplementasikan berbagai metode analisis sentimen, topik modeling, klasifikasi, serta teknik-teknik mining teks untuk memperoleh i
TELU;BBK4FBB3;CLO3;mining;HSkill;BBK4FBB3: Mampu mengimplementasikan berbagai metode analisis sentimen, topik modeling, klasifikasi, serta teknik-teknik mining teks untuk memperoleh i
TELU;BBK1LAB3;CLO1;sistem informasi;HSkill;BBK1LAB3: Mampu mengidentifikasi kebutuhan sistem informasi
TELU;BBK1LAB3;CLO2;manajemen data;HSkill;BBK1LAB3: Mampu merancang, mengimplementasikan, menggunakan perkakas, dan mengembangkan sistem dalam manajemen data serta memenuhi kebutuhan sistem in
TELU;BBK1LAB3;CLO2;manajemen data,;HSkill;BBK1LAB3: Mampu merancang, mengimplementasikan, menggunakan perkakas, dan mengembangkan sistem dalam manajemen data serta memenuhi kebutuhan sistem in
TELU;BBK1LAB3;CLO2;manajemen data.;HSkill;BBK1LAB3: Mampu merancang, mengimplementasikan, menggunakan perkakas, dan mengembangkan sistem dalam manajemen data serta memenuhi kebutuhan sistem in
TELU;BBK1LAB3;CLO3;NoSQL;Tech;BBK1LAB3: Mampu menjelaskan konsep NoSQL database untuk berbagai permasalahan
TELU;BBK1EAB3;CLO2;integrasi sistem;HSkill;BBK1EAB3: Mampu membedakan serta menjelaskan berbagai fungsi konsep integrasi sistem dan hubungannya dengan ERP bisnis serta sistem informasi yang men
TELU;BBK1EAB3;CLO2;ERP;HSkill;BBK1EAB3: Mampu membedakan serta menjelaskan berbagai fungsi konsep integrasi sistem dan hubungannya dengan ERP bisnis serta sistem informasi yang men
TELU;BBK1EAB3;CLO2;proses bisnis;HSkill;BBK1EAB3: Mampu membedakan serta menjelaskan berbagai fungsi konsep integrasi sistem dan hubungannya dengan ERP bisnis serta sistem informasi yang men
TELU;BBK1EAB3;CLO2;integrasi sistem;HSkill;BBK1EAB3: Mampu membedakan serta menjelaskan berbagai fungsi konsep integrasi sistem dan hubungannya dengan ERP bisnis serta sistem informasi yang men
TELU;BBK1EAB3;CLO2;ERP;HSkill;BBK1EAB3: Mampu membedakan serta menjelaskan berbagai fungsi konsep integrasi sistem dan hubungannya dengan ERP bisnis serta sistem informasi yang men
TELU;BBK1EAB3;CLO2;sistem informasi;HSkill;BBK1EAB3: Mampu membedakan serta menjelaskan berbagai fungsi konsep integrasi sistem dan hubungannya dengan ERP bisnis serta sistem informasi yang men
TELU;BBK1EAB3;CLO1;proses bisnis;HSkill;BBK1EAB3: Mampu mengutamakan proses bisnis pada fungsi sales dan distribusi, produksi serta perusahaan, serta menggunakan software ERP pada tahap awal
TELU;BBK1EAB3;CLO1;software ERP;HSkill;BBK1EAB3: Mampu mengutamakan proses bisnis pada fungsi sales dan distribusi, produksi serta perusahaan, serta menggunakan software ERP pada tahap awal
TELU;BBK4NBB3;CLO1;Social CRM,;HSkill;BBK4NBB3: Mahasiswa mampu menjelaskan dan menjabarkan evolusi Konvensional CRM menuju Social CRM, menjabarkan dan menentukan cara berpikir konsumen/pe
TELU;BBK4NBB3;CLO2;segmentasi konsumen.;HSkill;BBK4NBB3: Mahasiswa mampu melakukan analisis dan membangun pendapat tentang klasifikasi dan segmentasi konsumen.
TELU;BBK4NBB3;CLO3;analytics;HSkill;BBK4NBB3: Mahasiswa mampu menjelaskan konsep dasar analytics dan data mining serta memahami perannya dalam CRM, serta mengaplikasikan berbagai tool an
TELU;BBK4NBB3;CLO3;data mining;HSkill;BBK4NBB3: Mahasiswa mampu menjelaskan konsep dasar analytics dan data mining serta memahami perannya dalam CRM, serta mengaplikasikan berbagai tool an
TELU;BBK4NBB3;CLO3;CRM,;HSkill;BBK4NBB3: Mahasiswa mampu menjelaskan konsep dasar analytics dan data mining serta memahami perannya dalam CRM, serta mengaplikasikan berbagai tool an
TELU;BBK4NBB3;CLO5;mendesain customer-strategy enterprise;HSkill;BBK4NBB3: Mampu mendesain customer-strategy enterprise
TELU;BBK2FAB3;CLO1;data-driven;HSkill;BBK2FAB3: Mampu merancang, mengembangkan, mengimplementasikan, dan mengevaluasi solusi berbasis sistem informasi untuk memenuhi kebutuhan organisasi m
TELU;BBK2FAB3;CLO2;metodologi;HSkill;BBK2FAB3: Mampu mengimplementasikan solusi berbasis sistem informasi menggunakan metodologi pengembangan yang tepat.
TELU;BBK2FAB3;CLO4;pengembangan aplikasi;HSkill;BBK2FAB3: Mampu menggunakan teknik, keahlian, dan perangkat dalam pengembangan aplikasi serta integrasinya dalam konteks kasus nyata.
TELU;BBK3IAB3;CLO1;tata kelola;HSkill;BBK3IAB3: Mahasiswa mampu memahami dan menjelaskan konsep tata kelola dan manajemen teknologi informasi (TI) berdasarkan kerangka kerja praktik yang b
TELU;BBK3IAB3;CLO1;manajemen teknologi informasi;HSkill;BBK3IAB3: Mahasiswa mampu memahami dan menjelaskan konsep tata kelola dan manajemen teknologi informasi (TI) berdasarkan kerangka kerja praktik yang b
TELU;BBK3IAB3;CLO1;teknologi informasi;HSkill;BBK3IAB3: Mahasiswa mampu memahami dan menjelaskan konsep tata kelola dan manajemen teknologi informasi (TI) berdasarkan kerangka kerja praktik yang b
TELU;BBK3IAB3;CLO1;sistem teknologi informasi;HSkill;BBK3IAB3: Mahasiswa mampu memahami dan menjelaskan konsep tata kelola dan manajemen teknologi informasi (TI) berdasarkan kerangka kerja praktik yang b
ITS;AB235;CLO1;administrasi basis data,;HSkill;AB235: Mampu mendemonstrasikan administrasi basis data, membuat stored procedure dan functions serta memahami cara deteksi dan perbaikan masalah pada 
ITS;AB235;CLO1;stored procedure;HSkill;AB235: Mampu mendemonstrasikan administrasi basis data, membuat stored procedure dan functions serta memahami cara deteksi dan perbaikan masalah pada 
ITS;AB235;CLO1;deteksi;HSkill;AB235: Mampu mendemonstrasikan administrasi basis data, membuat stored procedure dan functions serta memahami cara deteksi dan perbaikan masalah pada 
ITS;AB235;CLO1;perbaikan masalah;HSkill;AB235: Mampu mendemonstrasikan administrasi basis data, membuat stored procedure dan functions serta memahami cara deteksi dan perbaikan masalah pada 
ITS;AB235;CLO1;sistem database.;HSkill;AB235: Mampu mendemonstrasikan administrasi basis data, membuat stored procedure dan functions serta memahami cara deteksi dan perbaikan masalah pada 
ITS;DL830;CLO1;Data Warehouse,;HSkill;DL830: Mampu merancang dan membangun Data Warehouse, Data Lake, serta Data Lakehouse.
ITS;DL830;CLO1;Data Lake,;HSkill;DL830: Mampu merancang dan membangun Data Warehouse, Data Lake, serta Data Lakehouse.
ITS;DL830;CLO1;Data;HSkill;DL830: Mampu merancang dan membangun Data Warehouse, Data Lake, serta Data Lakehouse.
ITS;DDMJK126;CLO1;jaringan komputer.;HSkill;DDMJK126: Mampu memahami gambaran umum tentang definisi dan pemanfaatan jaringan komputer.
ITS;DDMJK126;CLO2;komunikasi jaringan,;HSkill;DDMJK126: Mampu memahami bahwa protokol merupakan dasar untuk komunikasi jaringan, memahami cara perangkat mengirim dan menerima data, serta mengetahu
ITS;DDMJK126;CLO3;protokol internet;HSkill;DDMJK126: Mampu memahami dan memeroleh pemahaman yang mendalam tentang dasar-dasar protokol internet (Internet Protocol, IPv4, dan IPv6), termasuk car
ITS;DDMJK126;CLO3;IPv4,;Tech;DDMJK126: Mampu memahami dan memeroleh pemahaman yang mendalam tentang dasar-dasar protokol internet (Internet Protocol, IPv4, dan IPv6), termasuk car
ITS;DDMJK126;CLO3;IPv6),;Tech;DDMJK126: Mampu memahami dan memeroleh pemahaman yang mendalam tentang dasar-dasar protokol internet (Internet Protocol, IPv4, dan IPv6), termasuk car
ITS;DDMJK126;CLO4;routing;HSkill;DDMJK126: Mampu merancang dan mendemonstrasikan cara kerja routing yang memungkinkan host berkomunikasi dengan host di jaringan lain serta mengembangk
ITS;DDMJK126;CLO4;perangkat jaringan;HSkill;DDMJK126: Mampu merancang dan mendemonstrasikan cara kerja routing yang memungkinkan host berkomunikasi dengan host di jaringan lain serta mengembangk
ITS;DDMJK126;CLO5;jaringan komputer;HSkill;DDMJK126: Mampu merancang dan mensimulasikan jaringan komputer dalam skala kecil dan menengah.
ITS;DDMJK126;CLO6;mensimulasikan;HSkill;DDMJK126: Mampu merancang dan mensimulasikan arsitektur jaringan menggunakan teknologi
ITS;DDMJK126;CLO6;arsitektur jaringan;HSkill;DDMJK126: Mampu merancang dan mensimulasikan arsitektur jaringan menggunakan teknologi
ITS;PD115;CLO1;pemrograman;Tech;PD115: Mampu menjelaskan konsep variabel dan membedakan tipe data dalam bahasa pemrograman Java.
ITS;PD115;CLO1;Java.;Tech;PD115: Mampu menjelaskan konsep variabel dan membedakan tipe data dalam bahasa pemrograman Java.
ITS;PD115;CLO2;pemrograman.;HSkill;PD115: Mampu menerapkan konsep input, output, percabangan, dan perulangan dalam pemrograman.
ITS;PD115;CLO3;pemrograman.;HSkill;PD115: Mampu menerapkan konsep dan praktek array dalam pemrograman.
ITS;PD115;CLO4;pemrograman;HSkill;PD115: Mampu membuat class, method, dan object dalam bahasa pemrograman Java.
ITS;PD115;CLO4;Java.;Tech;PD115: Mampu membuat class, method, dan object dalam bahasa pemrograman Java.
ITS;PD115;CLO5;program;Tech;PD115: Mampu membuat program Java untuk menyelesaikan permasalahan komputasional dasar.
ITS;PD115;CLO5;Java;Tech;PD115: Mampu membuat program Java untuk menyelesaikan permasalahan komputasional dasar.
ITS;PD115;CLO5;komputasional;HSkill;PD115: Mampu membuat program Java untuk menyelesaikan permasalahan komputasional dasar.
ITS;ETI711;CLO1;teknologi informasi,;HSkill;ETI711: Mampu memahami dan menganalisis berbagai permasalahan hukum, fenomena penggunaan teknologi informasi, serta mematuhi kode etik dan isu etika y
ITS;GP966;CLO1;knowledge graph,;HSkill;GP966: Mampu memahami konsep knowledge graph, mendemostrasikan pemodelan data dalam bentuk graph, memahami algoritma graph dalam menganalisa data, ser
ITS;GP966;CLO1;pemodelan data;HSkill;GP966: Mampu memahami konsep knowledge graph, mendemostrasikan pemodelan data dalam bentuk graph, memahami algoritma graph dalam menganalisa data, ser
ITS;GP966;CLO1;algoritma graph;HSkill;GP966: Mampu memahami konsep knowledge graph, mendemostrasikan pemodelan data dalam bentuk graph, memahami algoritma graph dalam menganalisa data, ser
ITS;GP966;CLO1;menganalisa data,;HSkill;GP966: Mampu memahami konsep knowledge graph, mendemostrasikan pemodelan data dalam bentuk graph, memahami algoritma graph dalam menganalisa data, ser
ITS;GP966;CLO1;algoritma graph;HSkill;GP966: Mampu memahami konsep knowledge graph, mendemostrasikan pemodelan data dalam bentuk graph, memahami algoritma graph dalam menganalisa data, ser
ITS;MRT885;CLO1;sistem informasi;HSkill;MRT885: Mampu memahami dan menjelaskan ketidakpastian dalam bisnis, kerentanan data dan informasi terhadap ancaman baik dari dalam maupun dari luar, m
ITS;PSDO774;CLO1;DevOps;HSkill;PSDO774: Mampu memahami definisi, konsep dasar, teknik, dan histori singkat tentang DevOps serta mampu mendemonstrasikan aplikasinya dalam (C4, P3).
ITS;PSDO774;CLO4;DevOps;HSkill;PSDO774: Mampu merancang dan mengimplementasikan DevOps dalam lingkungan Agile serta mampu memecahkan masalah melalui studi kasus.
ITS;PSDO774;CLO4;Agile;HSkill;PSDO774: Mampu merancang dan mengimplementasikan DevOps dalam lingkungan Agile serta mampu memecahkan masalah melalui studi kasus.
ITS;ADSD677;CLO1;pemrograman berorientasi objek,;HSkill;ADSD677: Mampu melakukan penilaian kompleksitas algoritma, mendesain solusi secara komprehensif dengan pendekatan pemrograman berorientasi objek, mema
