course_id;course_name;platform;level;canonical_skill
C0001;Analytical Solutions to Common Healthcare Problems;University of California, Davis;Intermediate;algorithms
C0001;Analytical Solutions to Common Healthcare Problems;University of California, Davis;Intermediate;benefits
C0001;Analytical Solutions to Common Healthcare Problems;University of California, Davis;Intermediate;business
C0001;Analytical Solutions to Common Healthcare Problems;University of California, Davis;Intermediate;data
C0001;Analytical Solutions to Common Healthcare Problems;University of California, Davis;Intermediate;data analysis
C0001;Analytical Solutions to Common Healthcare Problems;University of California, Davis;Intermediate;data dictionary
C0001;Analytical Solutions to Common Healthcare Problems;University of California, Davis;Intermediate;data integration
C0001;Analytical Solutions to Common Healthcare Problems;University of California, Davis;Intermediate;data quality
C0001;Analytical Solutions to Common Healthcare Problems;University of California, Davis;Intermediate;data structures
C0001;Analytical Solutions to Common Healthcare Problems;University of California, Davis;Intermediate;data synthesis
C0001;Analytical Solutions to Common Healthcare Problems;University of California, Davis;Intermediate;data transformation
C0001;Analytical Solutions to Common Healthcare Problems;University of California, Davis;Intermediate;data types
C0001;Analytical Solutions to Common Healthcare Problems;University of California, Davis;Intermediate;database
C0001;Analytical Solutions to Common Healthcare Problems;University of California, Davis;Intermediate;etl
C0001;Analytical Solutions to Common Healthcare Problems;University of California, Davis;Intermediate;express
C0001;Analytical Solutions to Common Healthcare Problems;University of California, Davis;Intermediate;extract
C0001;Analytical Solutions to Common Healthcare Problems;University of California, Davis;Intermediate;fraud detection
C0001;Analytical Solutions to Common Healthcare Problems;University of California, Davis;Intermediate;go
C0001;Analytical Solutions to Common Healthcare Problems;University of California, Davis;Intermediate;health
C0001;Analytical Solutions to Common Healthcare Problems;University of California, Davis;Intermediate;health informatics
C0001;Analytical Solutions to Common Healthcare Problems;University of California, Davis;Intermediate;implementation
C0001;Analytical Solutions to Common Healthcare Problems;University of California, Davis;Intermediate;load
C0001;Analytical Solutions to Common Healthcare Problems;University of California, Davis;Intermediate;medical coding
C0001;Analytical Solutions to Common Healthcare Problems;University of California, Davis;Intermediate;metrics
C0001;Analytical Solutions to Common Healthcare Problems;University of California, Davis;Intermediate;predictive modeling
C0001;Analytical Solutions to Common Healthcare Problems;University of California, Davis;Intermediate;quality assessment
C0001;Analytical Solutions to Common Healthcare Problems;University of California, Davis;Intermediate;reporting
C0001;Analytical Solutions to Common Healthcare Problems;University of California, Davis;Intermediate;risk analysis
C0001;Analytical Solutions to Common Healthcare Problems;University of California, Davis;Intermediate;transform
C0002;Understanding Einstein: The Special Theory of Relativity;Stanford University;Beginner;artificial intelligence
C0002;Understanding Einstein: The Special Theory of Relativity;Stanford University;Beginner;data mining
C0002;Understanding Einstein: The Special Theory of Relativity;Stanford University;Beginner;go
C0002;Understanding Einstein: The Special Theory of Relativity;Stanford University;Beginner;innovation
C0002;Understanding Einstein: The Special Theory of Relativity;Stanford University;Beginner;mathematical modeling
C0002;Understanding Einstein: The Special Theory of Relativity;Stanford University;Beginner;mathematics
C0002;Understanding Einstein: The Special Theory of Relativity;Stanford University;Beginner;mechanics
C0002;Understanding Einstein: The Special Theory of Relativity;Stanford University;Beginner;physics
C0002;Understanding Einstein: The Special Theory of Relativity;Stanford University;Beginner;professional development
C0002;Understanding Einstein: The Special Theory of Relativity;Stanford University;Beginner;research
C0002;Understanding Einstein: The Special Theory of Relativity;Stanford University;Beginner;scientific methods
C0002;Understanding Einstein: The Special Theory of Relativity;Stanford University;Beginner;security
C0002;Understanding Einstein: The Special Theory of Relativity;Stanford University;Beginner;systems of measurement
C0002;Understanding Einstein: The Special Theory of Relativity;Stanford University;Beginner;timelines
C0002;Understanding Einstein: The Special Theory of Relativity;Stanford University;Beginner;verification and validation
C0003;JavaScript for Beginners Specialization;University of California, Davis;Beginner;data
C0003;JavaScript for Beginners Specialization;University of California, Davis;Beginner;data manipulation
C0003;JavaScript for Beginners Specialization;University of California, Davis;Beginner;functions
C0003;JavaScript for Beginners Specialization;University of California, Davis;Beginner;javascript
C0003;JavaScript for Beginners Specialization;University of California, Davis;Beginner;jquery
C0003;JavaScript for Beginners Specialization;University of California, Davis;Beginner;software development
C0003;JavaScript for Beginners Specialization;University of California, Davis;Beginner;validation
C0003;JavaScript for Beginners Specialization;University of California, Davis;Beginner;web interactivity
C0004;Security, Compliance, and Governance for AI Solutions;Amazon Web Services;Beginner;artificial intelligence
C0004;Security, Compliance, and Governance for AI Solutions;Amazon Web Services;Beginner;aws
C0004;Security, Compliance, and Governance for AI Solutions;Amazon Web Services;Beginner;aws services
C0004;Security, Compliance, and Governance for AI Solutions;Amazon Web Services;Beginner;compliance
C0004;Security, Compliance, and Governance for AI Solutions;Amazon Web Services;Beginner;security
C0005;Understanding Fitness Programming;National Academy of Sports Medicine;Beginner;adaptability
C0005;Understanding Fitness Programming;National Academy of Sports Medicine;Beginner;anatomy
C0005;Understanding Fitness Programming;National Academy of Sports Medicine;Beginner;benefits
C0005;Understanding Fitness Programming;National Academy of Sports Medicine;Beginner;cardiovascular training
C0005;Understanding Fitness Programming;National Academy of Sports Medicine;Beginner;coaching
C0005;Understanding Fitness Programming;National Academy of Sports Medicine;Beginner;communication
C0005;Understanding Fitness Programming;National Academy of Sports Medicine;Beginner;core training
C0005;Understanding Fitness Programming;National Academy of Sports Medicine;Beginner;exercise science
C0005;Understanding Fitness Programming;National Academy of Sports Medicine;Beginner;fitness programming
C0005;Understanding Fitness Programming;National Academy of Sports Medicine;Beginner;flexibility training
C0005;Understanding Fitness Programming;National Academy of Sports Medicine;Beginner;goal setting
C0005;Understanding Fitness Programming;National Academy of Sports Medicine;Beginner;health
C0005;Understanding Fitness Programming;National Academy of Sports Medicine;Beginner;health and wellness coaching
C0005;Understanding Fitness Programming;National Academy of Sports Medicine;Beginner;human musculoskeletal system
C0005;Understanding Fitness Programming;National Academy of Sports Medicine;Beginner;injury prevention
C0005;Understanding Fitness Programming;National Academy of Sports Medicine;Beginner;kinesiology
C0005;Understanding Fitness Programming;National Academy of Sports Medicine;Beginner;physiology
C0005;Understanding Fitness Programming;National Academy of Sports Medicine;Beginner;principle
C0005;Understanding Fitness Programming;National Academy of Sports Medicine;Beginner;resistance training
C0006;Educating Deaf Children: Becoming an Empowered Teacher;University of Cape Town;Beginner;accommodations and modifications
C0006;Educating Deaf Children: Becoming an Empowered Teacher;University of Cape Town;Beginner;advocacy
C0006;Educating Deaf Children: Becoming an Empowered Teacher;University of Cape Town;Beginner;child development
C0006;Educating Deaf Children: Becoming an Empowered Teacher;University of Cape Town;Beginner;communication
C0006;Educating Deaf Children: Becoming an Empowered Teacher;University of Cape Town;Beginner;cultural responsiveness
C0006;Educating Deaf Children: Becoming an Empowered Teacher;University of Cape Town;Beginner;culture
C0006;Educating Deaf Children: Becoming an Empowered Teacher;University of Cape Town;Beginner;deaf culture and community
C0006;Educating Deaf Children: Becoming an Empowered Teacher;University of Cape Town;Beginner;differentiated instruction
C0006;Educating Deaf Children: Becoming an Empowered Teacher;University of Cape Town;Beginner;disabilities
C0006;Educating Deaf Children: Becoming an Empowered Teacher;University of Cape Town;Beginner;empowered teacher
C0006;Educating Deaf Children: Becoming an Empowered Teacher;University of Cape Town;Beginner;language-rich environment
C0006;Educating Deaf Children: Becoming an Empowered Teacher;University of Cape Town;Beginner;non-verbal communication
C0006;Educating Deaf Children: Becoming an Empowered Teacher;University of Cape Town;Beginner;parent communication
C0006;Educating Deaf Children: Becoming an Empowered Teacher;University of Cape Town;Beginner;research
C0006;Educating Deaf Children: Becoming an Empowered Teacher;University of Cape Town;Beginner;special education
C0006;Educating Deaf Children: Becoming an Empowered Teacher;University of Cape Town;Beginner;teaching
C0007;Scandinavian Film and Television;University of Copenhagen;Beginner;art history
C0007;Scandinavian Film and Television;University of Copenhagen;Beginner;cultural diversity
C0007;Scandinavian Film and Television;University of Copenhagen;Beginner;culture
C0007;Scandinavian Film and Television;University of Copenhagen;Beginner;electronic media
C0007;Scandinavian Film and Television;University of Copenhagen;Beginner;european history
C0007;Scandinavian Film and Television;University of Copenhagen;Beginner;media and communications
C0007;Scandinavian Film and Television;University of Copenhagen;Beginner;social studies
C0007;Scandinavian Film and Television;University of Copenhagen;Beginner;storytelling
C0007;Scandinavian Film and Television;University of Copenhagen;Beginner;world history
C0008;Foundations of Music Promotion & Branding;GRAMMY GO;Beginner;brand awareness
C0008;Foundations of Music Promotion & Branding;GRAMMY GO;Beginner;brand strategy
C0008;Foundations of Music Promotion & Branding;GRAMMY GO;Beginner;branding
C0008;Foundations of Music Promotion & Branding;GRAMMY GO;Beginner;content creation
C0008;Foundations of Music Promotion & Branding;GRAMMY GO;Beginner;customer analysis
C0008;Foundations of Music Promotion & Branding;GRAMMY GO;Beginner;customer insights
C0008;Foundations of Music Promotion & Branding;GRAMMY GO;Beginner;data
C0008;Foundations of Music Promotion & Branding;GRAMMY GO;Beginner;digital marketing
C0008;Foundations of Music Promotion & Branding;GRAMMY GO;Beginner;goal setting
C0008;Foundations of Music Promotion & Branding;GRAMMY GO;Beginner;marketing
C0008;Foundations of Music Promotion & Branding;GRAMMY GO;Beginner;marketing design
C0008;Foundations of Music Promotion & Branding;GRAMMY GO;Beginner;marketing strategies
C0008;Foundations of Music Promotion & Branding;GRAMMY GO;Beginner;media strategy and planning
C0008;Foundations of Music Promotion & Branding;GRAMMY GO;Beginner;persona development
C0008;Foundations of Music Promotion & Branding;GRAMMY GO;Beginner;personal branding
C0008;Foundations of Music Promotion & Branding;GRAMMY GO;Beginner;promotion
C0008;Foundations of Music Promotion & Branding;GRAMMY GO;Beginner;promotion (marketing)
C0008;Foundations of Music Promotion & Branding;GRAMMY GO;Beginner;promotional strategies
C0008;Foundations of Music Promotion & Branding;GRAMMY GO;Beginner;research
C0008;Foundations of Music Promotion & Branding;GRAMMY GO;Beginner;social media
C0008;Foundations of Music Promotion & Branding;GRAMMY GO;Beginner;target audience
C0008;Foundations of Music Promotion & Branding;GRAMMY GO;Beginner;user research
C0009;Photovoltaic Systems;Technical University of Denmark (DTU);Intermediate;deployment
C0009;Photovoltaic Systems;Technical University of Denmark (DTU);Intermediate;electric power systems
C0009;Photovoltaic Systems;Technical University of Denmark (DTU);Intermediate;electrical engineering
C0009;Photovoltaic Systems;Technical University of Denmark (DTU);Intermediate;electrical power
C0009;Photovoltaic Systems;Technical University of Denmark (DTU);Intermediate;electronics
C0009;Photovoltaic Systems;Technical University of Denmark (DTU);Intermediate;electronics engineering
C0009;Photovoltaic Systems;Technical University of Denmark (DTU);Intermediate;energy and utilities
C0009;Photovoltaic Systems;Technical University of Denmark (DTU);Intermediate;energy yield simulations
C0009;Photovoltaic Systems;Technical University of Denmark (DTU);Intermediate;engineering calculations
C0009;Photovoltaic Systems;Technical University of Denmark (DTU);Intermediate;environmental engineering
C0009;Photovoltaic Systems;Technical University of Denmark (DTU);Intermediate;materials science
C0009;Photovoltaic Systems;Technical University of Denmark (DTU);Intermediate;mathematical modeling
C0009;Photovoltaic Systems;Technical University of Denmark (DTU);Intermediate;photovoltaics
C0009;Photovoltaic Systems;Technical University of Denmark (DTU);Intermediate;physics
C0009;Photovoltaic Systems;Technical University of Denmark (DTU);Intermediate;plant operations and management
C0009;Photovoltaic Systems;Technical University of Denmark (DTU);Intermediate;power electronics
C0009;Photovoltaic Systems;Technical University of Denmark (DTU);Intermediate;pv system design
C0009;Photovoltaic Systems;Technical University of Denmark (DTU);Intermediate;renewable energy
C0009;Photovoltaic Systems;Technical University of Denmark (DTU);Intermediate;semiconductors
C0009;Photovoltaic Systems;Technical University of Denmark (DTU);Intermediate;sustainable technologies
C0009;Photovoltaic Systems;Technical University of Denmark (DTU);Intermediate;system design
C0009;Photovoltaic Systems;Technical University of Denmark (DTU);Intermediate;the solar resource
C0010;SEL for Students: A Path to Social Emotional Well-Being;University of Colorado Boulder;Advanced;benefits
C0010;SEL for Students: A Path to Social Emotional Well-Being;University of Colorado Boulder;Advanced;child development
C0010;SEL for Students: A Path to Social Emotional Well-Being;University of Colorado Boulder;Advanced;childhood education and development
C0010;SEL for Students: A Path to Social Emotional Well-Being;University of Colorado Boulder;Advanced;curriculum development
C0010;SEL for Students: A Path to Social Emotional Well-Being;University of Colorado Boulder;Advanced;emotional intelligence
C0010;SEL for Students: A Path to Social Emotional Well-Being;University of Colorado Boulder;Advanced;goal setting
C0010;SEL for Students: A Path to Social Emotional Well-Being;University of Colorado Boulder;Advanced;higher education
C0010;SEL for Students: A Path to Social Emotional Well-Being;University of Colorado Boulder;Advanced;program evaluation
C0010;SEL for Students: A Path to Social Emotional Well-Being;University of Colorado Boulder;Advanced;research
C0010;SEL for Students: A Path to Social Emotional Well-Being;University of Colorado Boulder;Advanced;school psychology
C0010;SEL for Students: A Path to Social Emotional Well-Being;University of Colorado Boulder;Advanced;self-awareness
C0010;SEL for Students: A Path to Social Emotional Well-Being;University of Colorado Boulder;Advanced;social skills
C0011;Inclusive Leadership: The Power of Workplace Diversity;University of Colorado System;Beginner;active listening
C0011;Inclusive Leadership: The Power of Workplace Diversity;University of Colorado System;Beginner;benefits
C0011;Inclusive Leadership: The Power of Workplace Diversity;University of Colorado System;Beginner;collaboration
C0011;Inclusive Leadership: The Power of Workplace Diversity;University of Colorado System;Beginner;communication
C0011;Inclusive Leadership: The Power of Workplace Diversity;University of Colorado System;Beginner;communication skills
C0011;Inclusive Leadership: The Power of Workplace Diversity;University of Colorado System;Beginner;constructive feedback
C0011;Inclusive Leadership: The Power of Workplace Diversity;University of Colorado System;Beginner;cultural diversity
C0011;Inclusive Leadership: The Power of Workplace Diversity;University of Colorado System;Beginner;culture
C0011;Inclusive Leadership: The Power of Workplace Diversity;University of Colorado System;Beginner;diversity (business)
C0011;Inclusive Leadership: The Power of Workplace Diversity;University of Colorado System;Beginner;diversity and inclusion
C0011;Inclusive Leadership: The Power of Workplace Diversity;University of Colorado System;Beginner;diversity awareness
C0011;Inclusive Leadership: The Power of Workplace Diversity;University of Colorado System;Beginner;emotional intelligence
C0011;Inclusive Leadership: The Power of Workplace Diversity;University of Colorado System;Beginner;empathy
C0011;Inclusive Leadership: The Power of Workplace Diversity;University of Colorado System;Beginner;employee engagement
C0011;Inclusive Leadership: The Power of Workplace Diversity;University of Colorado System;Beginner;inclusive leadership
C0011;Inclusive Leadership: The Power of Workplace Diversity;University of Colorado System;Beginner;interpersonal communications
C0011;Inclusive Leadership: The Power of Workplace Diversity;University of Colorado System;Beginner;leadership
C0011;Inclusive Leadership: The Power of Workplace Diversity;University of Colorado System;Beginner;leadership development
C0011;Inclusive Leadership: The Power of Workplace Diversity;University of Colorado System;Beginner;recruitment
C0011;Inclusive Leadership: The Power of Workplace Diversity;University of Colorado System;Beginner;research
C0011;Inclusive Leadership: The Power of Workplace Diversity;University of Colorado System;Beginner;self-awareness
C0011;Inclusive Leadership: The Power of Workplace Diversity;University of Colorado System;Beginner;strategic planning
C0011;Inclusive Leadership: The Power of Workplace Diversity;University of Colorado System;Beginner;workplace inclusivity
C0012;Averaged-Switch Modeling and Simulation;University of Colorado Boulder;Intermediate;control systems
C0012;Averaged-Switch Modeling and Simulation;University of Colorado Boulder;Intermediate;electrical engineering
C0012;Averaged-Switch Modeling and Simulation;University of Colorado Boulder;Intermediate;electronic systems
C0012;Averaged-Switch Modeling and Simulation;University of Colorado Boulder;Intermediate;electronics
C0012;Averaged-Switch Modeling and Simulation;University of Colorado Boulder;Intermediate;electronics engineering
C0012;Averaged-Switch Modeling and Simulation;University of Colorado Boulder;Intermediate;engineering analysis
C0012;Averaged-Switch Modeling and Simulation;University of Colorado Boulder;Intermediate;functions
C0012;Averaged-Switch Modeling and Simulation;University of Colorado Boulder;Intermediate;mathematical modeling
C0012;Averaged-Switch Modeling and Simulation;University of Colorado Boulder;Intermediate;model
C0012;Averaged-Switch Modeling and Simulation;University of Colorado Boulder;Intermediate;modeling
C0012;Averaged-Switch Modeling and Simulation;University of Colorado Boulder;Intermediate;power electronics
C0012;Averaged-Switch Modeling and Simulation;University of Colorado Boulder;Intermediate;simulation
C0012;Averaged-Switch Modeling and Simulation;University of Colorado Boulder;Intermediate;simulation tools
C0012;Averaged-Switch Modeling and Simulation;University of Colorado Boulder;Intermediate;simulations
C0012;Averaged-Switch Modeling and Simulation;University of Colorado Boulder;Intermediate;system analysis
C0012;Averaged-Switch Modeling and Simulation;University of Colorado Boulder;Intermediate;system design
C0012;Averaged-Switch Modeling and Simulation;University of Colorado Boulder;Intermediate;verification and validation
C0013;Problem Solving Using Computational Thinking;University of Michigan;Beginner;algorithms
C0013;Problem Solving Using Computational Thinking;University of Michigan;Beginner;computational thinking
C0013;Problem Solving Using Computational Thinking;University of Michigan;Beginner;computer programming
C0013;Problem Solving Using Computational Thinking;University of Michigan;Beginner;problem solving
C0014;Oralpha: Literacy for new citizens, a course for trainers;Universitat Autònoma de Barcelona;Beginner;diversity training
C0014;Oralpha: Literacy for new citizens, a course for trainers;Universitat Autònoma de Barcelona;Beginner;dynamics
C0014;Oralpha: Literacy for new citizens, a course for trainers;Universitat Autònoma de Barcelona;Beginner;education and training
C0014;Oralpha: Literacy for new citizens, a course for trainers;Universitat Autònoma de Barcelona;Beginner;instructional strategies
C0014;Oralpha: Literacy for new citizens, a course for trainers;Universitat Autònoma de Barcelona;Beginner;integration
C0014;Oralpha: Literacy for new citizens, a course for trainers;Universitat Autònoma de Barcelona;Beginner;intercultural competence
C0014;Oralpha: Literacy for new citizens, a course for trainers;Universitat Autònoma de Barcelona;Beginner;language learning
C0014;Oralpha: Literacy for new citizens, a course for trainers;Universitat Autònoma de Barcelona;Beginner;learning strategies
C0014;Oralpha: Literacy for new citizens, a course for trainers;Universitat Autònoma de Barcelona;Beginner;literacy
C0014;Oralpha: Literacy for new citizens, a course for trainers;Universitat Autònoma de Barcelona;Beginner;multilingualism
C0014;Oralpha: Literacy for new citizens, a course for trainers;Universitat Autònoma de Barcelona;Beginner;oral comprehension
C0014;Oralpha: Literacy for new citizens, a course for trainers;Universitat Autònoma de Barcelona;Beginner;pedagogy
C0014;Oralpha: Literacy for new citizens, a course for trainers;Universitat Autònoma de Barcelona;Beginner;social sciences
C0014;Oralpha: Literacy for new citizens, a course for trainers;Universitat Autònoma de Barcelona;Beginner;teaching
C0014;Oralpha: Literacy for new citizens, a course for trainers;Universitat Autònoma de Barcelona;Beginner;vocabulary
C0014;Oralpha: Literacy for new citizens, a course for trainers;Universitat Autònoma de Barcelona;Beginner;writing
C0015;Strategies for Cloud Security Risk Management;Google Cloud;Beginner;audit preparation
C0015;Strategies for Cloud Security Risk Management;Google Cloud;Beginner;cloud
C0015;Strategies for Cloud Security Risk Management;Google Cloud;Beginner;cloud computing
C0015;Strategies for Cloud Security Risk Management;Google Cloud;Beginner;cloud security
C0015;Strategies for Cloud Security Risk Management;Google Cloud;Beginner;compliance
C0015;Strategies for Cloud Security Risk Management;Google Cloud;Beginner;compliance frameworks
C0015;Strategies for Cloud Security Risk Management;Google Cloud;Beginner;cybersecurity
C0015;Strategies for Cloud Security Risk Management;Google Cloud;Beginner;data
C0015;Strategies for Cloud Security Risk Management;Google Cloud;Beginner;data security
C0015;Strategies for Cloud Security Risk Management;Google Cloud;Beginner;devsecops
C0015;Strategies for Cloud Security Risk Management;Google Cloud;Beginner;framework interpretation
C0015;Strategies for Cloud Security Risk Management;Google Cloud;Beginner;frameworks
C0015;Strategies for Cloud Security Risk Management;Google Cloud;Beginner;google cloud
C0015;Strategies for Cloud Security Risk Management;Google Cloud;Beginner;identity and access management
C0015;Strategies for Cloud Security Risk Management;Google Cloud;Beginner;implementing security controls
C0015;Strategies for Cloud Security Risk Management;Google Cloud;Beginner;information privacy
C0015;Strategies for Cloud Security Risk Management;Google Cloud;Beginner;infrastructure as code (iac)
C0015;Strategies for Cloud Security Risk Management;Google Cloud;Beginner;iso/iec 27001
C0015;Strategies for Cloud Security Risk Management;Google Cloud;Beginner;nist 800-53
C0015;Strategies for Cloud Security Risk Management;Google Cloud;Beginner;personally identifiable information
C0015;Strategies for Cloud Security Risk Management;Google Cloud;Beginner;risk management
C0015;Strategies for Cloud Security Risk Management;Google Cloud;Beginner;risk management framework
C0015;Strategies for Cloud Security Risk Management;Google Cloud;Beginner;risk management frameworks
C0015;Strategies for Cloud Security Risk Management;Google Cloud;Beginner;security
C0015;Strategies for Cloud Security Risk Management;Google Cloud;Beginner;security compliance
C0015;Strategies for Cloud Security Risk Management;Google Cloud;Beginner;security controls
C0015;Strategies for Cloud Security Risk Management;Google Cloud;Beginner;security management
C0015;Strategies for Cloud Security Risk Management;Google Cloud;Beginner;understanding compliance standards
C0016;Access Controls;(ISC)²;Beginner;access control
C0016;Access Controls;(ISC)²;Beginner;authentication
C0016;Access Controls;(ISC)²;Beginner;authorization
C0016;Access Controls;(ISC)²;Beginner;bluetooth
C0016;Access Controls;(ISC)²;Beginner;data
C0016;Access Controls;(ISC)²;Beginner;database
C0016;Access Controls;(ISC)²;Beginner;implementation
C0016;Access Controls;(ISC)²;Beginner;logic
C0016;Access Controls;(ISC)²;Beginner;model
C0016;Access Controls;(ISC)²;Beginner;security
C0016;Access Controls;(ISC)²;Beginner;windows
C0017;Intel® Solutions Pro - Principles of AI Everywhere;Intel;Intermediate;ai capabilities
C0017;Intel® Solutions Pro - Principles of AI Everywhere;Intel;Intermediate;ai deployments
C0017;Intel® Solutions Pro - Principles of AI Everywhere;Intel;Intermediate;ai everywhere
C0017;Intel® Solutions Pro - Principles of AI Everywhere;Intel;Intermediate;artificial intelligence
C0017;Intel® Solutions Pro - Principles of AI Everywhere;Intel;Intermediate;benefits
C0017;Intel® Solutions Pro - Principles of AI Everywhere;Intel;Intermediate;business
C0017;Intel® Solutions Pro - Principles of AI Everywhere;Intel;Intermediate;cloud
C0017;Intel® Solutions Pro - Principles of AI Everywhere;Intel;Intermediate;customization
C0017;Intel® Solutions Pro - Principles of AI Everywhere;Intel;Intermediate;data
C0017;Intel® Solutions Pro - Principles of AI Everywhere;Intel;Intermediate;deep learning
C0017;Intel® Solutions Pro - Principles of AI Everywhere;Intel;Intermediate;deployment
C0017;Intel® Solutions Pro - Principles of AI Everywhere;Intel;Intermediate;edge computing
C0017;Intel® Solutions Pro - Principles of AI Everywhere;Intel;Intermediate;generative ai
C0017;Intel® Solutions Pro - Principles of AI Everywhere;Intel;Intermediate;hardware
C0017;Intel® Solutions Pro - Principles of AI Everywhere;Intel;Intermediate;machine learning
C0017;Intel® Solutions Pro - Principles of AI Everywhere;Intel;Intermediate;model
C0017;Intel® Solutions Pro - Principles of AI Everywhere;Intel;Intermediate;networking
C0017;Intel® Solutions Pro - Principles of AI Everywhere;Intel;Intermediate;prototyping
C0017;Intel® Solutions Pro - Principles of AI Everywhere;Intel;Intermediate;sales
C0017;Intel® Solutions Pro - Principles of AI Everywhere;Intel;Intermediate;security
C0017;Intel® Solutions Pro - Principles of AI Everywhere;Intel;Intermediate;xeon processors
C0018;Nuclear fuel management: a practical approach Specialization;Universidad Nacional Autónoma de México;Intermediate;classification
C0018;Nuclear fuel management: a practical approach Specialization;Universidad Nacional Autónoma de México;Intermediate;database
C0018;Nuclear fuel management: a practical approach Specialization;Universidad Nacional Autónoma de México;Intermediate;estimation
C0018;Nuclear fuel management: a practical approach Specialization;Universidad Nacional Autónoma de México;Intermediate;optimization
C0019;How to Create and Explore a Data Set;American Psychological Association;Beginner;big data
C0019;How to Create and Explore a Data Set;American Psychological Association;Beginner;data
C0019;How to Create and Explore a Data Set;American Psychological Association;Beginner;data analysis
C0019;How to Create and Explore a Data Set;American Psychological Association;Beginner;data literacy
C0019;How to Create and Explore a Data Set;American Psychological Association;Beginner;data management
C0019;How to Create and Explore a Data Set;American Psychological Association;Beginner;data set analysis
C0019;How to Create and Explore a Data Set;American Psychological Association;Beginner;data visualization
C0019;How to Create and Explore a Data Set;American Psychological Association;Beginner;descriptive statistics
C0019;How to Create and Explore a Data Set;American Psychological Association;Beginner;exploratory data analysis
C0019;How to Create and Explore a Data Set;American Psychological Association;Beginner;frequency distribution
C0019;How to Create and Explore a Data Set;American Psychological Association;Beginner;graphing
C0019;How to Create and Explore a Data Set;American Psychological Association;Beginner;histogram
C0019;How to Create and Explore a Data Set;American Psychological Association;Beginner;jamovi
C0019;How to Create and Explore a Data Set;American Psychological Association;Beginner;psychology
C0019;How to Create and Explore a Data Set;American Psychological Association;Beginner;research
C0019;How to Create and Explore a Data Set;American Psychological Association;Beginner;statistical analysis
C0019;How to Create and Explore a Data Set;American Psychological Association;Beginner;statistical software
C0019;How to Create and Explore a Data Set;American Psychological Association;Beginner;statistics
C0019;How to Create and Explore a Data Set;American Psychological Association;Beginner;writing
C0020;Fundamentals of Data Analytics in the Public Sector with R;University of Michigan;Intermediate;custom r functions
C0020;Fundamentals of Data Analytics in the Public Sector with R;University of Michigan;Intermediate;data
C0020;Fundamentals of Data Analytics in the Public Sector with R;University of Michigan;Intermediate;data analysis
C0020;Fundamentals of Data Analytics in the Public Sector with R;University of Michigan;Intermediate;data cleaning
C0020;Fundamentals of Data Analytics in the Public Sector with R;University of Michigan;Intermediate;data manipulation
C0020;Fundamentals of Data Analytics in the Public Sector with R;University of Michigan;Intermediate;data transformation
C0020;Fundamentals of Data Analytics in the Public Sector with R;University of Michigan;Intermediate;data visualization
C0020;Fundamentals of Data Analytics in the Public Sector with R;University of Michigan;Intermediate;demography
C0020;Fundamentals of Data Analytics in the Public Sector with R;University of Michigan;Intermediate;functions
C0020;Fundamentals of Data Analytics in the Public Sector with R;University of Michigan;Intermediate;piblic administration
C0020;Fundamentals of Data Analytics in the Public Sector with R;University of Michigan;Intermediate;policy analysis
C0020;Fundamentals of Data Analytics in the Public Sector with R;University of Michigan;Intermediate;public administration
C0020;Fundamentals of Data Analytics in the Public Sector with R;University of Michigan;Intermediate;public policies
C0020;Fundamentals of Data Analytics in the Public Sector with R;University of Michigan;Intermediate;r
C0020;Fundamentals of Data Analytics in the Public Sector with R;University of Michigan;Intermediate;r basics
C0020;Fundamentals of Data Analytics in the Public Sector with R;University of Michigan;Intermediate;statistical programming
C0020;Fundamentals of Data Analytics in the Public Sector with R;University of Michigan;Intermediate;surveys
C0020;Fundamentals of Data Analytics in the Public Sector with R;University of Michigan;Intermediate;tidyverse (r package)
C0020;Fundamentals of Data Analytics in the Public Sector with R;University of Michigan;Intermediate;tydiverse
C0021;English and Academic Preparation - Pre-Collegiate;Rice University;Beginner;academic reading
C0021;English and Academic Preparation - Pre-Collegiate;Rice University;Beginner;academic writing
C0021;English and Academic Preparation - Pre-Collegiate;Rice University;Beginner;active listening
C0021;English and Academic Preparation - Pre-Collegiate;Rice University;Beginner;analytical skills
C0021;English and Academic Preparation - Pre-Collegiate;Rice University;Beginner;critical thinking
C0021;English and Academic Preparation - Pre-Collegiate;Rice University;Beginner;english language
C0021;English and Academic Preparation - Pre-Collegiate;Rice University;Beginner;grammar
C0021;English and Academic Preparation - Pre-Collegiate;Rice University;Beginner;learning strategies
C0021;English and Academic Preparation - Pre-Collegiate;Rice University;Beginner;listening
C0021;English and Academic Preparation - Pre-Collegiate;Rice University;Beginner;literacy
C0021;English and Academic Preparation - Pre-Collegiate;Rice University;Beginner;note-taking
C0021;English and Academic Preparation - Pre-Collegiate;Rice University;Beginner;oral comprehension
C0021;English and Academic Preparation - Pre-Collegiate;Rice University;Beginner;oral presentations
C0021;English and Academic Preparation - Pre-Collegiate;Rice University;Beginner;research
C0021;English and Academic Preparation - Pre-Collegiate;Rice University;Beginner;vocabulary
C0021;English and Academic Preparation - Pre-Collegiate;Rice University;Beginner;writing
C0022;Electronic Music Performance Techniques;Berklee;Intermediate;electronic digital instrument
C0022;Electronic Music Performance Techniques;Berklee;Intermediate;electronic media
C0022;Electronic Music Performance Techniques;Berklee;Intermediate;instrumental music
